Duration: 738780ms
 Real time factor: 50.6497
 UPS: 74012.507106
12m 18s

16:40:23
1183,16034,7.38%,2
1295,16034,8.08%,1
1301,16034,8.11%,9
1301,16034,8.11%,9
1323,16034,8.25%,9
1337,16034,8.34%,9
1352,16034,8.43%,9
1358,16034,8.47%,9
1363,16034,8.50%,9
1368,16034,8.53%,9
1369,16034,8.54%,9
1369,16034,8.54%,9
1368,16034,8.53%,9
1179,16034,7.35%,0
1179,16034,7.35%,0
1179,16034,7.35%,0
1179,16034,7.35%,0
1179,16034,7.35%,0
1179,16034,7.35%,0
1179,16034,7.35%,0
1179,16034,7.35%,0
1179,16034,7.35%,0
1179,16034,7.35%,0
1184,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,0
1185,16034,7.39%,0
1185,16034,7.39%,0
1183,16034,7.38%,0
1183,16034,7.38%,0
1183,16034,7.38%,0
1183,16034,7.38%,0
1184,16034,7.38%,0
1180,16034,7.36%,0
1180,16034,7.36%,1
1180,16034,7.36%,0
1180,16034,7.36%,1
1180,16034,7.36%,0
1180,16034,7.36%,1
1180,16034,7.36%,0
1180,16034,7.36%,0
1179,16034,7.35%,0
1180,16034,7.36%,0
1180,16034,7.36%,0
1180,16034,7.36%,0
1180,16034,7.36%,1
1180,16034,7.36%,1
1180,16034,7.36%,0
1180,16034,7.36%,1
1179,16034,7.35%,0
1183,16034,7.38%,0
1183,16034,7.38%,0
1183,16034,7.38%,0
1183,16034,7.38%,0
1183,16034,7.38%,0
1184,16034,7.38%,0
1183,16034,7.38%,1
1183,16034,7.38%,0
1182,16034,7.37%,0
1183,16034,7.38%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1180,16034,7.36%,0
1181,16034,7.37%,1
1180,16034,7.36%,0
1180,16034,7.36%,0
1180,16034,7.36%,1
1180,16034,7.36%,0
1180,16034,7.36%,1
1180,16034,7.36%,0
1180,16034,7.36%,0
1180,16034,7.36%,1
1180,16034,7.36%,1
1180,16034,7.36%,0
1180,16034,7.36%,0
1180,16034,7.36%,0
1180,16034,7.36%,0
1184,16034,7.38%,0
1185,16034,7.39%,0
1185,16034,7.39%,0
1185,16034,7.39%,0
1185,16034,7.39%,0
1184,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,1
1184,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,1
1184,16034,7.38%,0
1182,16034,7.37%,0
1182,16034,7.37%,1
1180,16034,7.36%,1
1181,16034,7.37%,0
1181,16034,7.37%,1
1180,16034,7.36%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1184,16034,7.38%,1
1184,16034,7.38%,0
1184,16034,7.38%,1
1184,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,1
1184,16034,7.38%,1
1184,16034,7.38%,1
1183,16034,7.38%,0
1183,16034,7.38%,0
1181,16034,7.37%,1
1181,16034,7.37%,1
1181,16034,7.37%,1
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1182,16034,7.37%,0
1183,16034,7.38%,0
1183,16034,7.38%,1
1183,16034,7.38%,0
1183,16034,7.38%,1
1183,16034,7.38%,1
1183,16034,7.38%,0
1183,16034,7.38%,1
1181,16034,7.37%,0
1181,16034,7.37%,0
1183,16034,7.38%,0
1183,16034,7.38%,0
1183,16034,7.38%,0
1183,16034,7.38%,1
1183,16034,7.38%,0
1184,16034,7.38%,0
1181,16034,7.37%,0
1182,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,1
1180,16034,7.36%,0
1181,16034,7.37%,0
1181,16034,7.37%,1
1181,16034,7.37%,1
1181,16034,7.37%,1
1181,16034,7.37%,0
1185,16034,7.39%,0
1184,16034,7.38%,0
1184,16034,7.38%,0
1183,16034,7.38%,0
1184,16034,7.38%,0
1184,16034,7.38%,1
1184,16034,7.38%,1
1184,16034,7.38%,1
1184,16034,7.38%,0
1184,16034,7.38%,0
1181,16034,7.37%,0
1182,16034,7.37%,0
1182,16034,7.37%,0
1182,16034,7.37%,1
1182,16034,7.37%,0
1182,16034,7.37%,1
1181,16034,7.37%,0
1182,16034,7.37%,0
1182,16034,7.37%,0
1181,16034,7.37%,0
1182,16034,7.37%,0
1182,16034,7.37%,0
1182,16034,7.37%,0
1181,16034,7.37%,0
1181,16034,7.37%,0
